"Replicate","Phage.Genotype","Host.Environment","Host.Timepoint","Host.Genotype","Infected","Phage.Timepoint","Environment","Resistant"
"2.3","11",NA,"t1","h10",1,"t9","Past",0
"2.3","12",NA,"t1","h10",0,"t9","Past",1
"2.3","1",NA,"t4","h10",1,"t9","Past",0
"2.3","2",NA,"t4","h10",0,"t9","Past",1
"2.3","3",NA,"t4","h10",0,"t9","Past",1
"2.3","4",NA,"t4","h10",0,"t9","Past",1
"2.3","5",NA,"t4","h10",1,"t9","Past",0
"2.3","6",NA,"t4","h10",0,"t9","Past",1
"2.3","7",NA,"t4","h10",1,"t9","Past",0
"2.3","8",NA,"t4","h10",0,"t9","Past",1
"2.3","9",NA,"t4","h10",0,"t9","Past",1
"2.3","10",NA,"t4","h10",1,"t9","Past",0
"2.3","11",NA,"t4","h10",1,"t9","Past",0
"2.3","12",NA,"t4","h10",1,"t9","Past",0
"2.3","1",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","2",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","3",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","4",NA,"t9","h10",0,"t9","Contemporary",1
"2.3","5",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","6",NA,"t9","h10",0,"t9","Contemporary",1
"2.3","7",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","8",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","9",NA,"t9","h10",0,"t9","Contemporary",1
"2.3","10",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","11",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","12",NA,"t9","h10",1,"t9","Contemporary",0
"2.3","1",NA,"t1","h11",1,"t9","Past",0
"2.3","2",NA,"t1","h11",1,"t9","Past",0
"2.3","3",NA,"t1","h11",1,"t9","Past",0
"2.3","4",NA,"t1","h11",0,"t9","Past",1
"2.3","5",NA,"t1","h11",1,"t9","Past",0
"2.3","6",NA,"t1","h11",0,"t9","Past",1
"2.3","7",NA,"t1","h11",0,"t9","Past",1
"2.3","8",NA,"t1","h11",1,"t9","Past",0
"2.3","9",NA,"t1","h11",0,"t9","Past",1
"2.3","10",NA,"t1","h11",0,"t9","Past",1
"2.3","11",NA,"t1","h11",1,"t9","Past",0
"2.3","12",NA,"t1","h11",1,"t9","Past",0
"2.3","1",NA,"t4","h11",1,"t9","Past",0
"2.3","2",NA,"t4","h11",0,"t9","Past",1
"2.3","3",NA,"t4","h11",0,"t9","Past",1
"2.3","4",NA,"t4","h11",0,"t9","Past",1
"2.3","5",NA,"t4","h11",0,"t9","Past",1
"2.3","6",NA,"t4","h11",0,"t9","Past",1
"2.3","7",NA,"t4","h11",1,"t9","Past",0
"2.3","8",NA,"t4","h11",1,"t9","Past",0
"2.3","9",NA,"t4","h11",1,"t9","Past",0
"2.3","10",NA,"t4","h11",1,"t9","Past",0
"2.3","11",NA,"t4","h11",1,"t9","Past",0
"2.3","12",NA,"t4","h11",1,"t9","Past",0
"2.3","1",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","2",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","3",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","4",NA,"t9","h11",0,"t9","Contemporary",1
"2.3","5",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","6",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","7",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","8",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","9",NA,"t9","h11",0,"t9","Contemporary",1
"2.3","10",NA,"t9","h11",0,"t9","Contemporary",1
"2.3","11",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","12",NA,"t9","h11",1,"t9","Contemporary",0
"2.3","1",NA,"t1","h12",0,"t9","Past",1
"2.3","2",NA,"t1","h12",1,"t9","Past",0
"2.3","3",NA,"t1","h12",1,"t9","Past",0
"2.3","4",NA,"t1","h12",0,"t9","Past",1
"2.3","5",NA,"t1","h12",1,"t9","Past",0
"2.3","6",NA,"t1","h12",0,"t9","Past",1
"2.3","7",NA,"t1","h12",1,"t9","Past",0
"2.3","8",NA,"t1","h12",1,"t9","Past",0
"2.3","9",NA,"t1","h12",0,"t9","Past",1
"2.3","10",NA,"t1","h12",0,"t9","Past",1
"2.3","11",NA,"t1","h12",0,"t9","Past",1
"2.3","12",NA,"t1","h12",0,"t9","Past",1
"2.3","1",NA,"t4","h12",1,"t9","Past",0
"2.3","2",NA,"t4","h12",1,"t9","Past",0
"2.3","3",NA,"t4","h12",1,"t9","Past",0
"2.3","4",NA,"t4","h12",1,"t9","Past",0
"2.3","5",NA,"t4","h12",1,"t9","Past",0
"2.3","6",NA,"t4","h12",0,"t9","Past",1
"2.3","7",NA,"t4","h12",1,"t9","Past",0
"2.3","8",NA,"t4","h12",1,"t9","Past",0
"2.3","9",NA,"t4","h12",1,"t9","Past",0
"2.3","10",NA,"t4","h12",1,"t9","Past",0
"2.3","11",NA,"t4","h12",1,"t9","Past",0
"2.3","12",NA,"t4","h12",1,"t9","Past",0
"2.3","1",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","2",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","3",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","4",NA,"t9","h12",0,"t9","Contemporary",1
"2.3","5",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","6",NA,"t9","h12",0,"t9","Contemporary",1
"2.3","7",NA,"t9","h12",0,"t9","Contemporary",1
"2.3","8",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","9",NA,"t9","h12",0,"t9","Contemporary",1
"2.3","10",NA,"t9","h12",1,"t9","Contemporary",0
"2.3","11",NA,"t9","h12",0,"t9","Contemporary",1
"2.3","12",NA,"t9","h12",0,"t9","Contemporary",1
"2.5","1",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h1",0,"t1","Contemporary",1
"2.5","5",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h1",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h1",0,"t1","Contemporary",1
"2.5","12",NA,"t1","h1",0,"t1","Contemporary",1
"2.5","1",NA,"t4","h1",NA,"t1","Future",NA
"2.5","2",NA,"t4","h1",NA,"t1","Future",NA
"2.5","3",NA,"t4","h1",NA,"t1","Future",NA
"2.5","4",NA,"t4","h1",NA,"t1","Future",NA
"2.5","5",NA,"t4","h1",NA,"t1","Future",NA
"2.5","6",NA,"t4","h1",NA,"t1","Future",NA
"2.5","7",NA,"t4","h1",NA,"t1","Future",NA
"2.5","8",NA,"t4","h1",NA,"t1","Future",NA
"2.5","9",NA,"t4","h1",NA,"t1","Future",NA
"2.5","10",NA,"t4","h1",NA,"t1","Future",NA
"2.5","11",NA,"t4","h1",NA,"t1","Future",NA
"2.5","12",NA,"t4","h1",NA,"t1","Future",NA
"2.5","1",NA,"t9","h1",0,"t1","Future",1
"2.5","2",NA,"t9","h1",0,"t1","Future",1
"2.5","3",NA,"t9","h1",0,"t1","Future",1
"2.5","4",NA,"t9","h1",0,"t1","Future",1
"2.5","5",NA,"t9","h1",0,"t1","Future",1
"2.5","6",NA,"t9","h1",0,"t1","Future",1
"2.5","7",NA,"t9","h1",0,"t1","Future",1
"2.5","8",NA,"t9","h1",0,"t1","Future",1
"2.5","9",NA,"t9","h1",0,"t1","Future",1
"2.5","10",NA,"t9","h1",0,"t1","Future",1
"2.5","11",NA,"t9","h1",0,"t1","Future",1
"2.5","12",NA,"t9","h1",0,"t1","Future",1
"2.5","1",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","2",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","3",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","4",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","5",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","6",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","7",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","8",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","9",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","10",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","11",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","12",NA,"t1","h2",NA,"t1","Contemporary",NA
"2.5","1",NA,"t4","h2",NA,"t1","Future",NA
"2.5","2",NA,"t4","h2",NA,"t1","Future",NA
"2.5","3",NA,"t4","h2",NA,"t1","Future",NA
"2.5","4",NA,"t4","h2",NA,"t1","Future",NA
"2.5","5",NA,"t4","h2",NA,"t1","Future",NA
"2.5","6",NA,"t4","h2",NA,"t1","Future",NA
"2.5","7",NA,"t4","h2",NA,"t1","Future",NA
"2.5","8",NA,"t4","h2",NA,"t1","Future",NA
"2.5","9",NA,"t4","h2",NA,"t1","Future",NA
"2.5","10",NA,"t4","h2",NA,"t1","Future",NA
"2.5","11",NA,"t4","h2",NA,"t1","Future",NA
"2.5","12",NA,"t4","h2",NA,"t1","Future",NA
"2.5","1",NA,"t9","h2",0,"t1","Future",1
"2.5","2",NA,"t9","h2",0,"t1","Future",1
"2.5","3",NA,"t9","h2",0,"t1","Future",1
"2.5","4",NA,"t9","h2",0,"t1","Future",1
"2.5","5",NA,"t9","h2",0,"t1","Future",1
"2.5","6",NA,"t9","h2",0,"t1","Future",1
"2.5","7",NA,"t9","h2",0,"t1","Future",1
"2.5","8",NA,"t9","h2",0,"t1","Future",1
"2.5","9",NA,"t9","h2",0,"t1","Future",1
"2.5","10",NA,"t9","h2",0,"t1","Future",1
"2.5","11",NA,"t9","h2",0,"t1","Future",1
"2.5","12",NA,"t9","h2",0,"t1","Future",1
"2.5","1",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","2",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","3",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","4",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","5",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","6",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","7",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","8",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","9",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","10",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","11",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","12",NA,"t1","h3",NA,"t1","Contemporary",NA
"2.5","1",NA,"t4","h3",0,"t1","Future",1
"2.5","2",NA,"t4","h3",0,"t1","Future",1
"2.5","3",NA,"t4","h3",1,"t1","Future",0
"2.5","4",NA,"t4","h3",0,"t1","Future",1
"2.5","5",NA,"t4","h3",0,"t1","Future",1
"2.5","6",NA,"t4","h3",0,"t1","Future",1
"2.5","7",NA,"t4","h3",0,"t1","Future",1
"2.5","8",NA,"t4","h3",1,"t1","Future",0
"2.5","9",NA,"t4","h3",0,"t1","Future",1
"2.5","10",NA,"t4","h3",0,"t1","Future",1
"2.5","11",NA,"t4","h3",0,"t1","Future",1
"2.5","12",NA,"t4","h3",0,"t1","Future",1
"2.5","1",NA,"t9","h3",0,"t1","Future",1
"2.5","2",NA,"t9","h3",0,"t1","Future",1
"2.5","3",NA,"t9","h3",0,"t1","Future",1
"2.5","4",NA,"t9","h3",0,"t1","Future",1
"2.5","5",NA,"t9","h3",0,"t1","Future",1
"2.5","6",NA,"t9","h3",0,"t1","Future",1
"2.5","7",NA,"t9","h3",0,"t1","Future",1
"2.5","8",NA,"t9","h3",0,"t1","Future",1
"2.5","9",NA,"t9","h3",0,"t1","Future",1
"2.5","10",NA,"t9","h3",0,"t1","Future",1
"2.5","11",NA,"t9","h3",0,"t1","Future",1
"2.5","12",NA,"t9","h3",0,"t1","Future",1
"2.5","1",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","5",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h4",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h4",NA,"t1","Future",NA
"2.5","2",NA,"t4","h4",NA,"t1","Future",NA
"2.5","3",NA,"t4","h4",NA,"t1","Future",NA
"2.5","4",NA,"t4","h4",NA,"t1","Future",NA
"2.5","5",NA,"t4","h4",NA,"t1","Future",NA
"2.5","6",NA,"t4","h4",NA,"t1","Future",NA
"2.5","7",NA,"t4","h4",NA,"t1","Future",NA
"2.5","8",NA,"t4","h4",NA,"t1","Future",NA
"2.5","9",NA,"t4","h4",NA,"t1","Future",NA
"2.5","10",NA,"t4","h4",NA,"t1","Future",NA
"2.5","11",NA,"t4","h4",NA,"t1","Future",NA
"2.5","12",NA,"t4","h4",NA,"t1","Future",NA
"2.5","1",NA,"t9","h4",0,"t1","Future",1
"2.5","2",NA,"t9","h4",0,"t1","Future",1
"2.5","3",NA,"t9","h4",0,"t1","Future",1
"2.5","4",NA,"t9","h4",0,"t1","Future",1
"2.5","5",NA,"t9","h4",0,"t1","Future",1
"2.5","6",NA,"t9","h4",0,"t1","Future",1
"2.5","7",NA,"t9","h4",0,"t1","Future",1
"2.5","8",NA,"t9","h4",0,"t1","Future",1
"2.5","9",NA,"t9","h4",0,"t1","Future",1
"2.5","10",NA,"t9","h4",0,"t1","Future",1
"2.5","11",NA,"t9","h4",0,"t1","Future",1
"2.5","12",NA,"t9","h4",0,"t1","Future",1
"2.5","1",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h5",0,"t1","Contemporary",1
"2.5","5",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h5",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h5",1,"t1","Future",0
"2.5","2",NA,"t4","h5",1,"t1","Future",0
"2.5","3",NA,"t4","h5",1,"t1","Future",0
"2.5","4",NA,"t4","h5",0,"t1","Future",1
"2.5","5",NA,"t4","h5",1,"t1","Future",0
"2.5","6",NA,"t4","h5",1,"t1","Future",0
"2.5","7",NA,"t4","h5",1,"t1","Future",0
"2.5","8",NA,"t4","h5",1,"t1","Future",0
"2.5","9",NA,"t4","h5",1,"t1","Future",0
"2.5","10",NA,"t4","h5",1,"t1","Future",0
"2.5","11",NA,"t4","h5",1,"t1","Future",0
"2.5","12",NA,"t4","h5",1,"t1","Future",0
"2.5","1",NA,"t9","h5",0,"t1","Future",1
"2.5","2",NA,"t9","h5",0,"t1","Future",1
"2.5","3",NA,"t9","h5",0,"t1","Future",1
"2.5","4",NA,"t9","h5",0,"t1","Future",1
"2.5","5",NA,"t9","h5",0,"t1","Future",1
"2.5","6",NA,"t9","h5",0,"t1","Future",1
"2.5","7",NA,"t9","h5",0,"t1","Future",1
"2.5","8",NA,"t9","h5",0,"t1","Future",1
"2.5","9",NA,"t9","h5",0,"t1","Future",1
"2.5","10",NA,"t9","h5",0,"t1","Future",1
"2.5","11",NA,"t9","h5",0,"t1","Future",1
"2.5","12",NA,"t9","h5",0,"t1","Future",1
"2.5","1",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","2",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","3",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","4",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","5",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","6",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","7",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","8",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","9",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","10",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","11",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","12",NA,"t1","h6",NA,"t1","Contemporary",NA
"2.5","1",NA,"t4","h6",0,"t1","Future",1
"2.5","2",NA,"t4","h6",0,"t1","Future",1
"2.5","3",NA,"t4","h6",1,"t1","Future",0
"2.5","4",NA,"t4","h6",0,"t1","Future",1
"2.5","5",NA,"t4","h6",0,"t1","Future",1
"2.5","6",NA,"t4","h6",1,"t1","Future",0
"2.5","7",NA,"t4","h6",0,"t1","Future",1
"2.5","8",NA,"t4","h6",1,"t1","Future",0
"2.5","9",NA,"t4","h6",0,"t1","Future",1
"2.5","10",NA,"t4","h6",0,"t1","Future",1
"2.5","11",NA,"t4","h6",0,"t1","Future",1
"2.5","12",NA,"t4","h6",0,"t1","Future",1
"2.5","1",NA,"t9","h6",NA,"t1","Future",NA
"2.5","2",NA,"t9","h6",NA,"t1","Future",NA
"2.5","3",NA,"t9","h6",NA,"t1","Future",NA
"2.5","4",NA,"t9","h6",NA,"t1","Future",NA
"2.5","5",NA,"t9","h6",NA,"t1","Future",NA
"2.5","6",NA,"t9","h6",NA,"t1","Future",NA
"2.5","7",NA,"t9","h6",NA,"t1","Future",NA
"2.5","8",NA,"t9","h6",NA,"t1","Future",NA
"2.5","9",NA,"t9","h6",NA,"t1","Future",NA
"2.5","10",NA,"t9","h6",NA,"t1","Future",NA
"2.5","11",NA,"t9","h6",NA,"t1","Future",NA
"2.5","12",NA,"t9","h6",NA,"t1","Future",NA
"2.5","1",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h7",0,"t1","Contemporary",1
"2.5","5",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h7",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h7",1,"t1","Future",0
"2.5","2",NA,"t4","h7",1,"t1","Future",0
"2.5","3",NA,"t4","h7",1,"t1","Future",0
"2.5","4",NA,"t4","h7",0,"t1","Future",1
"2.5","5",NA,"t4","h7",1,"t1","Future",0
"2.5","6",NA,"t4","h7",1,"t1","Future",0
"2.5","7",NA,"t4","h7",1,"t1","Future",0
"2.5","8",NA,"t4","h7",1,"t1","Future",0
"2.5","9",NA,"t4","h7",1,"t1","Future",0
"2.5","10",NA,"t4","h7",1,"t1","Future",0
"2.5","11",NA,"t4","h7",1,"t1","Future",0
"2.5","12",NA,"t4","h7",1,"t1","Future",0
"2.5","1",NA,"t9","h7",0,"t1","Future",1
"2.5","2",NA,"t9","h7",0,"t1","Future",1
"2.5","3",NA,"t9","h7",0,"t1","Future",1
"2.5","4",NA,"t9","h7",0,"t1","Future",1
"2.5","5",NA,"t9","h7",0,"t1","Future",1
"2.5","6",NA,"t9","h7",0,"t1","Future",1
"2.5","7",NA,"t9","h7",0,"t1","Future",1
"2.5","8",NA,"t9","h7",0,"t1","Future",1
"2.5","9",NA,"t9","h7",0,"t1","Future",1
"2.5","10",NA,"t9","h7",0,"t1","Future",1
"2.5","11",NA,"t9","h7",0,"t1","Future",1
"2.5","12",NA,"t9","h7",0,"t1","Future",1
"2.5","1",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h8",0,"t1","Contemporary",1
"2.5","5",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h8",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h8",1,"t1","Future",0
"2.5","2",NA,"t4","h8",1,"t1","Future",0
"2.5","3",NA,"t4","h8",1,"t1","Future",0
"2.5","4",NA,"t4","h8",1,"t1","Future",0
"2.5","5",NA,"t4","h8",1,"t1","Future",0
"2.5","6",NA,"t4","h8",1,"t1","Future",0
"2.5","7",NA,"t4","h8",1,"t1","Future",0
"2.5","8",NA,"t4","h8",1,"t1","Future",0
"2.5","9",NA,"t4","h8",1,"t1","Future",0
"2.5","10",NA,"t4","h8",1,"t1","Future",0
"2.5","11",NA,"t4","h8",1,"t1","Future",0
"2.5","12",NA,"t4","h8",1,"t1","Future",0
"2.5","1",NA,"t9","h8",0,"t1","Future",1
"2.5","2",NA,"t9","h8",0,"t1","Future",1
"2.5","3",NA,"t9","h8",0,"t1","Future",1
"2.5","4",NA,"t9","h8",0,"t1","Future",1
"2.5","5",NA,"t9","h8",0,"t1","Future",1
"2.5","6",NA,"t9","h8",0,"t1","Future",1
"2.5","7",NA,"t9","h8",0,"t1","Future",1
"2.5","8",NA,"t9","h8",0,"t1","Future",1
"2.5","9",NA,"t9","h8",0,"t1","Future",1
"2.5","10",NA,"t9","h8",0,"t1","Future",1
"2.5","11",NA,"t9","h8",0,"t1","Future",1
"2.5","12",NA,"t9","h8",0,"t1","Future",1
"2.5","1",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","5",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h9",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h9",1,"t1","Future",0
"2.5","2",NA,"t4","h9",1,"t1","Future",0
"2.5","3",NA,"t4","h9",1,"t1","Future",0
"2.5","4",NA,"t4","h9",1,"t1","Future",0
"2.5","5",NA,"t4","h9",1,"t1","Future",0
"2.5","6",NA,"t4","h9",1,"t1","Future",0
"2.5","7",NA,"t4","h9",1,"t1","Future",0
"2.5","8",NA,"t4","h9",1,"t1","Future",0
"2.5","9",NA,"t4","h9",1,"t1","Future",0
"2.5","10",NA,"t4","h9",1,"t1","Future",0
"2.5","11",NA,"t4","h9",1,"t1","Future",0
"2.5","12",NA,"t4","h9",1,"t1","Future",0
"2.5","1",NA,"t9","h9",0,"t1","Future",1
"2.5","2",NA,"t9","h9",0,"t1","Future",1
"2.5","3",NA,"t9","h9",0,"t1","Future",1
"2.5","4",NA,"t9","h9",0,"t1","Future",1
"2.5","5",NA,"t9","h9",0,"t1","Future",1
"2.5","6",NA,"t9","h9",0,"t1","Future",1
"2.5","7",NA,"t9","h9",0,"t1","Future",1
"2.5","8",NA,"t9","h9",0,"t1","Future",1
"2.5","9",NA,"t9","h9",0,"t1","Future",1
"2.5","10",NA,"t9","h9",0,"t1","Future",1
"2.5","11",NA,"t9","h9",0,"t1","Future",1
"2.5","12",NA,"t9","h9",0,"t1","Future",1
"2.5","1",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","5",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h10",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h10",1,"t1","Future",0
"2.5","2",NA,"t4","h10",1,"t1","Future",0
"2.5","3",NA,"t4","h10",1,"t1","Future",0
"2.5","4",NA,"t4","h10",1,"t1","Future",0
"2.5","5",NA,"t4","h10",1,"t1","Future",0
"2.5","6",NA,"t4","h10",1,"t1","Future",0
"2.5","7",NA,"t4","h10",1,"t1","Future",0
"2.5","8",NA,"t4","h10",1,"t1","Future",0
"2.5","9",NA,"t4","h10",1,"t1","Future",0
"2.5","10",NA,"t4","h10",1,"t1","Future",0
"2.5","11",NA,"t4","h10",1,"t1","Future",0
"2.5","12",NA,"t4","h10",1,"t1","Future",0
"2.5","1",NA,"t9","h10",NA,"t1","Future",NA
"2.5","2",NA,"t9","h10",NA,"t1","Future",NA
"2.5","3",NA,"t9","h10",NA,"t1","Future",NA
"2.5","4",NA,"t9","h10",NA,"t1","Future",NA
"2.5","5",NA,"t9","h10",NA,"t1","Future",NA
"2.5","6",NA,"t9","h10",NA,"t1","Future",NA
"2.5","7",NA,"t9","h10",NA,"t1","Future",NA
"2.5","8",NA,"t9","h10",NA,"t1","Future",NA
"2.5","9",NA,"t9","h10",NA,"t1","Future",NA
"2.5","10",NA,"t9","h10",NA,"t1","Future",NA
"2.5","11",NA,"t9","h10",NA,"t1","Future",NA
"2.5","12",NA,"t9","h10",NA,"t1","Future",NA
"2.5","1",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","2",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","3",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","4",NA,"t1","h11",0,"t1","Contemporary",1
"2.5","5",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","6",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","7",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","8",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","9",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","10",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","11",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","12",NA,"t1","h11",1,"t1","Contemporary",0
"2.5","1",NA,"t4","h11",0,"t1","Future",1
"2.5","2",NA,"t4","h11",0,"t1","Future",1
